,price,year,transmission,mileage,fuelType,tax,mpg,engineSize,model
2208,7390,3,1,40782,1,125,54.3,1.2,1
2210,9990,2,1,12639,1,150,65.7,1,1
2211,10490,2,1,11785,1,150,65.7,1,1
2216,9990,2,1,5029,1,145,65.7,1,1
2218,9590,2,1,9864,1,145,65.7,1,1
2221,15990,2,1,15292,1,150,40.3,1.5,1
2222,12495,2,1,11042,0,150,88.3,1.5,1
2224,9495,2,1,10126,1,150,65.7,1,1
2231,14190,1,1,3816,1,150,58.9,1,1
2232,9750,3,1,25500,1,145,65.7,1,1
2239,6595,7,1,33842,1,30,54.3,1.2,1
2247,12495,2,1,12810,1,145,56.5,1,1
2249,13395,1,1,12043,1,145,65.7,1,1
2255,14995,1,1,200,1,145,58.9,1,1
2267,9200,2,1,13751,1,145,64.2,1.1,1
2269,10250,2,1,26457,1,150,65.7,1,1
2270,7250,3,1,32880,1,145,64.2,1.1,1
2274,5498,5,1,57311,1,30,54.3,1.2,1
2275,6298,7,1,33627,1,30,54.3,1.2,1
2276,6298,5,1,30797,1,125,54.3,1.2,1
2288,14250,2,1,4706,1,145,65.7,1,1
2289,9490,2,1,15196,1,145,64.2,1.1,1
2290,13250,1,1,7896,1,145,58.9,1,1
2309,12500,2,1,10349,1,150,65.7,1,1
2311,10350,2,1,10573,1,150,65.7,1,1
2317,7495,4,1,28290,1,125,54.3,1.2,1
2320,7695,5,1,13000,1,125,54.3,1.2,1
2332,13798,1,1,11680,1,145,58.9,1,1
2337,12377,2,1,30335,1,145,65.7,1,1
2338,9500,4,1,15636,1,125,54.3,1.2,1
2339,7400,5,1,31563,1,125,54.3,1.2,1
2340,9300,4,1,4520,1,125,54.3,1.2,1
2342,15950,1,1,6768,1,145,58.9,1,1
2344,7990,3,1,33699,1,150,64.2,1.1,1
2345,7495,5,1,4627,1,125,54.3,1.2,1
2346,9599,2,1,28240,1,150,65.7,1,1
2347,12995,1,1,9597,1,150,58.9,1,1
2350,9800,3,1,14522,1,145,64.2,1.1,1
2352,11300,2,1,13802,1,145,58.9,1,1
2360,7995,5,1,14631,1,30,54.3,1.2,1
2362,11450,3,1,25133,1,145,47.9,1.6,1
2367,10050,2,1,14830,1,145,64.2,1.1,1
2369,12400,2,1,14346,1,145,62.8,1,1
2370,11200,2,1,10357,1,145,65.7,1,1
2372,9741,2,1,23860,1,145,64.2,1.1,1
2395,6290,7,1,33428,1,30,54.3,1.2,1
2396,15490,1,1,8028,1,145,55.4,1,1
2400,11998,2,1,15798,1,150,65.7,1,1
2416,6998,5,1,37376,1,125,54.3,1.2,1
2418,9998,3,1,5012,1,150,65.7,1,1
2428,5798,7,1,33850,1,30,54.3,1.2,1
2429,10498,2,1,14272,1,145,65.7,1,1
2430,7998,4,1,22016,1,125,54.3,1.2,1
2431,12498,1,1,14348,1,145,56.5,1,1
2433,10798,2,1,18847,0,145,88.3,1.5,1
2434,11298,1,1,13778,1,150,58.9,1,1
2436,10298,2,1,18192,1,145,65.7,1,1
2439,9998,3,1,19096,1,145,65.7,1,1
2440,8498,3,1,17292,1,145,54.3,1.2,1
2442,9998,2,1,14519,1,145,64.2,1.1,1
2445,7998,4,1,29531,1,125,54.3,1.2,1
2446,6998,4,1,34716,1,125,54.3,1.2,1
2448,7298,4,1,35367,1,125,54.3,1.2,1
2452,13598,1,1,12391,1,145,58.9,1,1
2457,11490,3,1,30993,1,145,47.9,1.6,1
2465,11495,3,1,28500,1,150,47.9,1.6,1
2472,11198,1,1,16997,1,145,58.9,1,1
2476,11798,1,1,5029,1,150,48.7,1.1,1
2478,14660,2,0,2150,1,145,54.3,1,1
2481,8990,5,1,26437,1,20,62.8,1,1
2483,12998,1,1,10102,1,145,58.9,1,1
2486,10495,2,1,33237,1,145,60.1,1,1
2487,11250,2,1,16787,1,145,56.5,1,1
2488,8550,3,1,16173,1,145,65.7,1,1
2491,9699,4,1,23149,1,20,62.8,1,1
2492,13200,1,1,2803,1,145,58.9,1,1
2506,7491,6,1,17200,1,30,54.3,1.2,1
2507,9849,3,1,13998,1,145,65.7,1,1
2513,10298,2,1,18840,1,145,65.7,1,1
2516,13998,1,1,13024,1,145,58.9,1,1
2520,6998,6,1,20325,1,30,54.3,1.2,1
2521,8998,4,1,12118,1,125,54.3,1.2,1
2524,9698,3,1,27025,1,145,65.7,1,1
2529,11999,1,1,12700,1,145,65.7,1,1
2532,8617,3,1,11560,1,145,65.7,1,1
2533,11499,4,1,24300,1,145,47.9,1.6,1
2539,15498,2,1,3059,1,145,60.1,1,1
2545,8980,4,1,8346,1,125,54.3,1.2,1
2562,5980,5,1,26000,1,30,54.3,1.2,1
2568,10490,2,1,30922,1,145,65.7,1,1
2571,7250,4,1,22440,1,125,54.3,1.2,1
2572,12495,3,1,13174,1,150,47.9,1.6,1
2573,18290,0,1,1005,1,145,51.4,1,1
2581,11750,4,1,22000,1,145,47.9,1.6,1
2584,9471,3,1,11212,1,145,54.3,1.2,1
2586,7710,3,1,34261,0,145,78.5,1.5,1
2601,15495,1,1,2112,1,145,58.9,1,1
2615,13091,2,1,33937,1,145,62.8,1,1
2623,4780,7,1,47969,1,30,54.3,1.2,1
2625,6590,6,1,24916,1,30,54.3,1.2,1
2630,9578,5,1,44000,1,145,47.9,1.6,1
2635,6999,5,1,28861,1,30,54.3,1.2,1
2639,9298,2,1,20369,1,145,65.7,1,1
2643,6100,7,1,48438,1,30,54.3,1.2,1
2647,12698,2,1,5987,1,150,58.9,1,1
2653,8791,2,1,13579,1,150,64.2,1.1,1
2659,10298,2,1,11552,1,150,55.4,1.1,1
2660,6298,5,1,34701,1,125,54.3,1.2,1
2677,11498,1,1,5492,1,150,48.7,1.1,1
2680,6698,6,1,35725,1,30,54.3,1.2,1
2685,11000,2,1,18039,1,145,65.7,1,1
2687,9312,3,1,18850,1,145,65.7,1,1
2688,9500,3,1,17226,1,145,65.7,1,1
2697,14998,1,1,8147,1,145,60.1,1,1
2700,7899,4,1,25465,1,125,54.3,1.2,1
2705,8999,3,1,19300,1,125,54.3,1.2,1
2708,14750,2,1,12604,1,145,55.4,1,1
2709,8000,3,1,16756,1,125,54.3,1.2,1
2722,9823,3,1,28828,1,145,65.7,1,1
2729,13766,2,1,12983,1,145,58.9,1,1
2730,10642,2,1,16364,1,145,65.7,1,1
2731,10463,2,1,13811,1,145,65.7,1,1
2735,10000,2,1,32709,1,145,65.7,1,1
2740,7700,5,1,11015,1,125,54.3,1.2,1
2744,11699,2,1,36928,1,150,62.8,1,1
2747,10980,3,1,18982,1,150,65.7,1,1
2748,7999,3,1,36987,1,145,54.3,1.2,1
2750,8500,3,1,45345,1,145,65.7,1,1
2752,10500,3,1,29533,1,20,62.8,1,1
2754,10998,3,1,12790,1,145,62.8,1,1
2755,9998,4,1,19504,1,20,62.8,1,1
2758,10990,3,1,18487,1,145,65.7,1,1
2760,9990,3,1,21047,1,145,65.7,1,1
2761,13990,2,1,14752,1,145,65.7,1,1
2763,8930,2,1,38151,1,145,65.7,1,1
2764,11491,2,1,15341,1,145,65.7,1,1
2768,10999,3,1,22612,1,150,65.7,1,1
2769,5000,7,1,56497,1,30,54.3,1.2,1
2771,9417,3,1,35731,1,150,62.8,1,1
2778,16280,1,1,7512,1,145,55.4,1,1
2781,6991,6,1,21020,1,30,54.3,1.2,1
2794,8000,3,1,13369,1,125,54.3,1.2,1
2808,7995,5,1,8700,1,125,54.3,1.2,1
2811,8999,3,1,12850,1,145,65.7,1,1
2812,8997,2,1,24046,1,145,65.7,1,1
2813,11250,2,1,21666,1,145,56.5,1,1
2814,10770,2,1,31306,1,145,56.5,1,1
2816,8950,4,1,10864,1,125,54.3,1.2,1
2819,8450,3,1,29193,1,125,54.3,1.2,1
2824,10360,2,1,39478,1,145,56.5,1,1
2835,14932,3,1,5696,1,145,65.7,1,1
2841,12852,4,1,12240,1,145,47.9,1.6,1
2846,10180,2,1,12689,1,150,65.7,1,1
2847,7990,3,1,39592,1,150,65.7,1,1
2851,8500,4,1,15542,1,125,54.3,1.2,1
2853,5898,7,1,42045,1,30,54.3,1.2,1
2854,9499,3,1,3266,1,145,64.2,1.1,1
2859,11000,2,1,16830,1,145,56.5,1,1
2860,11000,2,1,22140,1,145,56.5,1,1
2864,10410,3,1,14344,1,145,62.8,1,1
2877,16590,1,1,4720,1,145,60.1,1,1
2878,8930,3,1,12397,1,145,54.3,1.2,1
2879,9420,2,1,18332,1,145,64.2,1.1,1
2880,7110,3,1,37374,1,145,47.9,1.6,1
2881,6900,3,1,50380,1,145,65.7,1,1
2887,8240,3,1,12253,1,150,64.2,1.1,1
2893,14730,1,1,7269,1,145,60.1,1,1
2896,5850,7,1,49649,1,30,54.3,1.2,1
2900,13140,1,1,2359,1,145,48.7,1.1,1
2903,9160,3,1,29692,1,145,62.8,1,1
2907,10750,2,1,15502,1,145,65.7,1,1
2910,13140,1,1,5211,1,145,48.7,1.1,1
2912,12990,1,1,5744,1,145,48.7,1.1,1
2915,13140,1,1,5011,1,145,48.7,1.1,1
2917,15780,1,1,9803,1,145,60.1,1,1
2924,6295,6,1,12251,1,30,54.3,1.2,1
2930,11250,2,1,20186,1,145,56.5,1,1
2939,7260,3,1,24986,1,125,54.3,1.2,1
2947,14490,2,1,12053,1,145,60.1,1,1
2949,6298,4,1,53005,1,125,54.3,1.2,1
2957,9450,3,1,29926,1,145,65.7,1,1
2960,11170,1,1,8237,1,145,58.9,1,1
2962,6995,5,1,41385,1,125,54.3,1.2,1
2964,8899,4,1,24828,1,20,62.8,1,1
2972,6890,7,1,14602,1,30,54.3,1.2,1
2973,7690,3,1,19189,1,125,54.3,1.2,1
2975,7400,7,1,17508,1,30,54.3,1.2,1
2977,10187,3,1,7987,1,145,65.7,1,1
2982,8180,3,1,10299,1,145,64.2,1.1,1
2986,10500,3,1,29533,1,20,62.8,1,1
2988,7999,3,1,36987,1,145,54.3,1.2,1
2998,12465,2,1,17522,1,145,58.9,1,1
3001,8998,3,1,9281,1,125,54.3,1.2,1
3005,10300,2,1,26995,1,145,64.2,1.1,1
3008,10900,2,1,23079,1,145,65.7,1,1
3011,13130,1,1,2871,1,145,48.7,1.1,1
3015,6840,5,1,37110,1,125,54.3,1.2,1
3016,16750,1,1,2053,1,145,60.1,1,1
3021,10291,2,1,14278,1,145,65.7,1,1
3022,12191,2,1,9610,1,145,65.7,1,1
3033,9530,3,1,3807,1,145,54.3,1.2,1
3036,10191,2,1,12349,1,145,65.7,1,1
3039,13830,1,1,6484,1,145,60.1,1,1
3045,12491,2,1,6397,1,145,56.5,1,1
3060,10503,3,1,7970,1,145,65.7,1,1
3066,11995,2,1,6203,1,145,58.9,1,1
3067,12495,2,1,12135,1,145,65.7,1,1
3072,13130,1,1,2400,1,145,48.7,1.1,1
3073,15910,1,1,5752,1,145,58.9,1,1
3075,13130,1,1,2306,1,145,48.7,1.1,1
3086,8290,4,1,18500,1,125,54.3,1.2,1
3090,10890,2,1,22451,1,145,56.5,1,1
3091,17990,0,1,494,1,145,53.3,1,1
3094,10798,2,1,15051,0,145,55.4,1.5,1
3097,9695,3,1,21803,1,145,62.8,1,1
3101,8498,3,1,22864,1,150,64.2,1.1,1
3105,9998,2,1,12299,1,150,55.4,1.1,1
3106,9998,1,1,20991,1,150,55.4,1.1,1
3108,6995,6,1,25000,1,30,54.3,1.2,1
3117,10790,4,1,15666,1,20,62.8,1,1
3121,16990,1,1,21322,1,150,40.3,1.5,1
3123,6995,6,1,22325,1,30,54.3,1.2,1
3129,8700,3,1,11000,1,145,54.3,1.2,1
3130,10200,3,1,23278,1,150,65.7,1,1
3146,5995,7,1,46028,1,30,54.3,1.2,1
3150,10498,1,1,20636,1,150,55.4,1.1,1
3154,11498,2,1,37001,1,150,58.9,1,1
3166,9851,3,1,20400,1,150,65.7,1,1
3168,12495,2,1,10561,1,150,56.5,1,1
3171,8998,3,1,25221,0,145,85.6,1.5,1
3175,6498,6,1,40399,1,30,54.3,1.2,1
3182,9650,4,1,22083,1,20,62.8,1,1
3188,13130,1,1,151,1,145,48.7,1.1,1
3189,12490,1,1,960,1,145,48.7,1.1,1
3190,13130,1,1,151,1,145,48.7,1.1,1
3193,6191,6,1,38149,1,30,54.3,1.2,1
3196,11291,2,1,25993,1,145,62.8,1,1
3197,9491,2,1,21098,1,145,65.7,1,1
3198,16400,1,1,4001,1,145,60.1,1,1
3199,15410,1,1,1710,1,145,60.1,1,1
3201,13191,2,1,11805,1,145,62.8,1,1
3212,10191,2,1,11462,1,145,65.7,1,1
3219,11200,2,1,11741,1,145,65.7,1,1
3221,11260,2,1,7891,1,145,65.7,1,1
3227,12927,2,1,5829,1,145,58.9,1,1
3228,12490,1,1,3327,1,145,48.7,1.1,1
3231,10991,2,1,5699,1,145,58.9,1,1
3237,12790,1,1,10147,1,145,58.9,1,1
3238,13200,1,1,6995,1,145,58.9,1,1
3239,14140,1,0,4471,1,145,48.7,1,1
3241,10410,3,1,17188,1,145,62.8,1,1
3243,9390,3,1,13200,1,150,65.7,1,1
3250,13060,1,1,2016,1,145,48.7,1.1,1
3252,15370,1,1,5001,1,145,60.1,1,1
3257,7691,4,1,22822,1,125,54.3,1.2,1
3260,12490,1,1,2623,1,145,48.7,1.1,1
3263,12490,1,1,2583,1,145,48.7,1.1,1
3271,9590,3,1,19605,1,150,65.7,1,1
3272,10731,2,1,4026,1,145,65.7,1,1
3273,14177,1,1,8043,1,145,58.9,1,1
3274,14467,1,1,4126,1,145,58.9,1,1
3276,13130,1,1,151,1,145,48.7,1.1,1
3279,11498,3,1,13430,1,20,62.8,1,1
3284,10698,3,1,22660,1,150,65.7,1,1
3298,8291,3,1,24450,1,145,64.2,1.1,1
3303,6970,5,1,21309,1,125,54.3,1.2,1
3307,5295,6,1,58680,1,30,54.3,1.2,1
3309,5995,7,1,26700,1,30,54.3,1.2,1
3311,10298,1,1,14422,1,145,55.4,1.1,1
3313,7798,3,1,32039,1,125,54.3,1.2,1
3314,10498,3,1,23992,1,20,62.8,1,1
3315,8298,3,1,23091,1,125,54.3,1.2,1
3317,9490,3,1,8062,1,145,65.7,1,1
3318,9730,2,1,7305,1,145,65.7,1,1
3321,13280,3,1,8567,1,145,47.9,1.6,1
3323,10020,3,1,16247,1,145,65.7,1,1
3325,8691,2,1,34064,1,145,64.2,1.1,1
3330,14400,1,1,3398,1,145,58.9,1,1
3334,13140,1,1,6987,1,145,48.7,1.1,1
3339,9990,2,1,33116,1,150,65.7,1,1
3341,8755,3,1,30791,1,145,64.2,1.1,1
3342,8995,2,1,17870,1,145,64.2,1.1,1
3343,11389,2,1,9343,1,145,65.7,1,1
3358,9998,3,1,25850,1,20,62.8,1,1
3363,10750,2,1,31000,0,150,88.3,1.5,1
3364,10000,2,1,25062,1,145,65.7,1,1
3369,9591,2,1,18847,1,150,65.7,1,1
3371,10291,2,1,9250,1,150,65.7,1,1
3380,8991,2,1,15560,1,150,64.2,1.1,1
3385,9491,3,1,16892,1,145,65.7,1,1
3386,9950,3,1,20011,1,20,62.8,1,1
3389,11540,2,1,12052,1,145,65.7,1,1
3391,11180,2,1,18885,1,150,62.8,1,1
3393,8570,3,1,17674,1,145,65.7,1,1
3395,10040,2,1,9863,1,145,65.7,1,1
3398,9400,3,1,14415,1,145,65.7,1,1
3399,12041,3,1,20596,1,145,47.9,1.6,1
3400,11640,2,1,7205,1,150,65.7,1,1
3404,10300,2,1,27929,1,150,65.7,1,1
3406,15890,2,1,7974,1,150,40.3,1.5,1
3408,9991,3,1,26394,1,145,65.7,1,1
3410,7911,3,1,16920,1,145,54.3,1.2,1
3411,10771,2,1,20441,1,145,65.7,1,1
3417,10491,2,1,14598,1,145,58.9,1,1
3420,12990,1,1,4002,1,145,58.9,1,1
3421,6260,7,1,38673,1,30,54.3,1.2,1
3422,10991,2,1,9343,1,145,65.7,1,1
3430,7695,5,1,25128,1,125,54.3,1.2,1
3431,9150,3,1,9150,1,145,65.7,1,1
3435,7850,4,1,9954,1,125,54.3,1.2,1
3436,12695,3,1,16762,1,145,47.9,1.6,1
3439,8995,4,1,32204,1,20,62.8,1,1
3441,13140,1,1,5,1,145,48.7,1.1,1
3447,16950,1,1,11000,1,145,55.4,1,1
3448,16950,1,1,100,1,145,55.4,1,1
3450,5981,7,1,31926,1,30,54.3,1.2,1
3451,8491,5,1,14757,1,145,55.4,1,1
3452,6090,6,1,58693,1,30,54.3,1.2,1
3454,8850,3,1,13125,1,125,54.3,1.2,1
3464,7791,4,1,26985,1,125,54.3,1.2,1
3465,6340,6,1,66695,1,30,54.3,1.2,1
3466,9267,3,1,6532,1,145,65.7,1,1
3474,13140,1,1,4052,1,145,60.1,1,1
3475,13220,1,1,6000,1,145,56.5,1,1
3476,14070,1,1,44,1,145,58.9,1,1
3478,9200,3,1,25182,1,20,62.8,1,1
3482,12795,2,1,12501,1,145,58.9,1,1
3490,11460,2,1,17076,1,145,65.7,1,1
3492,13340,2,1,18433,1,145,62.8,1,1
3496,5910,7,1,43577,1,30,54.3,1.2,1
3502,7791,5,1,17456,1,125,54.3,1.2,1
3503,11967,2,1,7076,1,145,58.9,1,1
3505,7531,3,1,22282,1,145,54.3,1.2,1
3506,11940,1,1,9985,1,145,58.9,1,1
3512,7591,3,1,21922,1,145,54.3,1.2,1
3515,6391,6,1,44637,1,30,54.3,1.2,1
3517,11998,3,1,29124,0,145,88.3,1.5,1
3522,9998,2,1,12280,1,145,55.4,1.1,1
3525,9998,2,1,16567,1,145,55.4,1.1,1
3526,10498,3,1,15293,1,20,62.8,1,1
3527,10998,3,1,12273,1,20,62.8,1,1
3553,7999,5,1,45837,1,125,54.3,1.2,1
3555,11490,2,1,18485,1,145,65.7,1,1
3556,10999,2,1,24608,1,145,65.7,1,1
3557,6999,6,1,47269,1,30,54.3,1.2,1
3558,8450,4,1,42450,1,125,54.3,1.2,1
3567,10990,2,1,3331,1,145,65.7,1,1
3575,10990,2,1,33500,1,145,65.7,1,1
3580,12990,2,1,20859,1,145,65.7,1,1
3581,9490,4,1,18005,1,125,54.3,1.2,1
3584,11999,3,1,13985,1,145,65.7,1,1
3588,10270,3,1,22295,1,145,65.7,1,1
3591,16891,0,1,3862,1,150,49.6,1,1
3596,13140,1,1,4570,1,145,48.7,1.1,1
3601,8591,3,1,17082,1,150,64.2,1.1,1
3602,11491,2,1,7652,1,150,65.7,1,1
3606,14440,1,1,9525,1,145,58.9,1,1
3608,8991,5,1,27035,1,20,62.8,1,1
3609,7992,3,1,19493,1,145,54.3,1.2,1
3614,6597,5,1,44787,1,125,54.3,1.2,1
3615,9390,2,1,20834,1,145,55.4,1.1,1
3617,5550,7,1,59817,1,30,54.3,1.2,1
3620,10991,2,1,20390,1,145,56.5,1,1
3622,9150,2,1,24046,1,145,65.7,1,1
3624,9741,2,1,8647,1,150,55.4,1.1,1
3625,13140,1,1,3950,1,145,48.7,1.1,1
3631,10020,2,1,29874,1,145,65.7,1,1
3632,13940,1,1,9137,1,145,56.5,1,1
3639,13790,1,1,4571,1,145,58.9,1,1
3650,11851,2,1,10625,1,150,65.7,1,1
3651,9991,2,1,10675,1,150,64.2,1.1,1
3654,11990,3,1,27549,1,145,47.9,1.6,1
3656,10000,3,1,24205,1,145,65.7,1,1
3659,10850,2,1,12394,1,145,65.7,1,1
3660,11450,2,1,12709,1,145,65.7,1,1
3663,6991,4,1,29775,1,125,54.3,1.2,1
3664,16191,1,1,7942,1,145,55.4,1,1
3666,12000,2,1,15287,1,145,58.9,1,1
3667,8980,3,1,24466,1,145,65.7,1,1
3669,10980,2,1,13672,1,145,65.7,1,1
3671,9990,3,1,12691,1,145,65.7,1,1
3676,14750,2,1,15891,1,145,40.3,1.5,1
3677,11750,2,1,14927,1,145,65.7,1,1
3679,9990,3,1,19571,1,145,65.7,1,1
3681,10000,2,1,6820,1,145,55.4,1.1,1
3682,20000,1,1,6841,1,145,40.3,1.5,1
3684,18000,1,1,4863,1,145,55.4,1,1
3685,7850,3,1,16210,1,150,54.3,1.2,1
3687,13390,2,1,8000,1,150,62.8,1,1
3689,9700,2,1,10326,1,145,64.2,1.1,1
3691,8750,2,1,24545,1,145,65.7,1,1
3697,10990,2,1,12493,1,145,58.9,1,1
3708,9399,3,1,23534,1,145,65.7,1,1
3709,10999,3,1,10394,1,145,65.7,1,1
3711,10246,3,1,14285,1,20,62.8,1,1
3712,9987,2,1,3736,1,145,64.2,1.1,1
3715,6695,7,1,21790,1,30,54.3,1.2,1
3718,8750,3,1,44344,1,150,65.7,1,1
3719,12595,2,1,20088,1,150,65.7,1,1
3721,10250,2,1,17389,1,150,65.7,1,1
3727,10999,3,1,7873,1,145,65.7,1,1
3728,9499,6,1,42285,1,145,47.9,1.6,1
3729,15500,1,1,4032,1,145,56.5,1,1
3730,13450,1,1,11884,1,145,58.9,1,1
3733,13000,1,1,12838,1,145,56.5,1,1
3741,11000,2,1,12351,1,145,65.7,1,1
3747,10897,2,1,7122,1,145,64.2,1.1,1
3756,10999,2,1,5918,1,145,55.4,1.1,1
3760,10150,2,1,8135,1,145,65.7,1,1
3765,10500,2,1,23047,1,145,65.7,1,1
3767,12500,1,1,17695,1,145,56.5,1,1
3770,10350,3,1,18730,1,145,65.7,1,1
3773,11999,2,1,9899,1,145,65.7,1,1
3774,10999,2,1,5732,1,145,55.4,1.1,1
3776,19000,1,1,7584,1,145,58.9,1,1
3781,10350,2,1,6460,1,145,64.2,1.1,1
3784,13000,1,1,35,1,145,48.7,1.1,1
3788,10190,2,1,24417,1,145,65.7,1,1
3789,10497,2,1,15968,1,145,64.2,1.1,1
3790,10690,2,1,7114,1,145,64.2,1.1,1
3794,9690,2,1,14961,1,145,65.7,1,1
3796,9690,3,1,19725,1,145,65.7,1,1
3797,9997,2,1,5777,1,145,64.2,1.1,1
3801,13690,2,1,10223,1,145,60.1,1,1
3802,11690,2,1,22477,1,145,58.9,1,1
3803,7250,3,1,33810,1,125,54.3,1.2,1
3804,9897,2,1,4868,1,145,64.2,1.1,1
3807,7997,3,1,20158,1,145,54.3,1.2,1
3808,9997,2,1,17476,1,145,64.2,1.1,1
3809,9697,2,1,30611,1,145,65.7,1,1
3810,6990,4,1,26138,1,125,54.3,1.2,1
3814,10997,3,1,5508,1,145,65.7,1,1
3818,11690,2,1,11483,1,145,65.7,1,1
3820,7697,3,1,16886,1,125,54.3,1.2,1
3825,10997,2,1,11651,1,145,65.7,1,1
3828,9997,3,1,15220,1,145,64.2,1.1,1
3829,8900,3,1,11521,1,145,64.2,1.1,1
3830,8990,3,1,24872,1,145,64.2,1.1,1
3835,8790,3,1,16143,1,125,54.3,1.2,1
3836,10997,2,1,8389,1,145,65.7,1,1
3839,9997,2,1,20670,1,145,65.7,1,1
3840,11990,2,1,6952,1,145,65.7,1,1
3841,9750,2,1,15696,1,145,65.7,1,1
3842,9690,2,1,21175,1,145,65.7,1,1
3844,11490,2,1,11876,1,145,65.7,1,1
3846,7497,5,1,21747,1,125,54.3,1.2,1
3849,9997,2,1,13040,1,145,64.2,1.1,1
3852,10497,3,1,19200,1,145,65.7,1,1
3853,9997,2,1,20507,1,145,64.2,1.1,1
3854,9697,6,1,27864,1,145,47.9,1.6,1
3857,8997,3,1,7987,1,145,54.3,1.2,1
3859,9690,2,1,11667,1,145,64.2,1.1,1
3860,9997,2,1,15683,1,145,64.2,1.1,1
3863,10490,2,1,8256,1,145,65.7,1,1
3864,9690,2,1,14562,1,145,64.2,1.1,1
3865,10190,2,1,19686,1,145,65.7,1,1
3866,10290,2,1,10845,1,145,64.2,1.1,1
3867,10997,2,1,7689,1,145,64.2,1.1,1
3869,9890,2,1,16390,1,145,64.2,1.1,1
3873,9697,3,1,18250,1,145,64.2,1.1,1
3874,10990,2,1,13474,1,145,65.7,1,1
3877,9890,2,1,10109,1,145,64.2,1.1,1
3883,10697,3,1,13130,1,145,65.7,1,1
3886,10497,2,1,5786,1,145,64.2,1.1,1
3889,6997,5,1,30901,1,30,54.3,1.2,1
3890,11997,2,1,8159,1,145,65.7,1,1
3892,10997,2,1,10956,1,145,65.7,1,1
3894,8490,3,1,30178,1,145,64.2,1.1,1
3895,14497,2,1,16601,1,145,60.1,1,1
3900,9697,2,1,6327,1,145,64.2,1.1,1
3903,12850,2,1,6127,1,145,62.8,1,1
3905,9790,2,1,20146,1,145,65.7,1,1
3907,15990,2,1,7874,1,145,40.3,1.5,1
3908,8750,3,1,5262,1,125,54.3,1.2,1
3913,8497,3,1,5806,1,145,54.3,1.2,1
3914,10697,2,1,9823,1,145,64.2,1.1,1
3915,9890,2,1,12875,1,145,64.2,1.1,1
3918,11820,2,1,6732,1,145,58.9,1,1
3919,10497,2,1,14455,1,145,64.2,1.1,1
3920,9350,3,1,17027,1,145,64.2,1.1,1
3922,9661,3,1,10864,1,145,64.2,1.1,1
3925,8750,3,1,10458,1,145,64.2,1.1,1
3932,11350,2,1,12981,1,145,65.7,1,1
3937,8697,3,1,20518,1,125,54.3,1.2,1
3938,10997,3,1,12425,1,20,62.8,1,1
3940,11997,2,1,10131,1,145,65.7,1,1
3942,10497,2,1,9615,1,145,64.2,1.1,1
3948,8997,3,1,9965,1,125,54.3,1.2,1
3953,8997,3,1,17616,1,125,54.3,1.2,1
3955,7997,3,1,31803,1,125,54.3,1.2,1
3956,8497,3,1,14487,1,145,54.3,1.2,1
3973,10000,2,1,12490,1,150,64.2,1.1,1
3974,12500,1,1,3685,1,150,56.5,1,1
3975,11000,1,1,7775,1,145,55.4,1.1,1
3976,8690,3,1,17932,1,125,54.3,1.2,1
3977,9997,2,1,7469,1,145,64.2,1.1,1
3978,9997,2,1,15464,1,145,64.2,1.1,1
3980,7997,3,1,27838,1,125,54.3,1.2,1
3985,12000,2,1,11201,1,145,58.9,1,1
3986,11500,2,1,36775,1,145,65.7,1,1
3998,10500,2,1,18459,1,145,65.7,1,1
3999,10000,2,1,13547,1,150,65.7,1,1
4000,8500,4,1,42195,1,20,62.8,1,1
4001,14500,1,1,6659,1,145,58.9,1,1
4002,14500,1,1,5650,1,145,58.9,1,1
4009,9400,3,1,26000,1,150,64.2,1.1,1
4010,8800,7,1,62000,1,150,47.9,1.6,1
4014,5465,6,1,41638,1,30,54.3,1.2,1
4015,11300,2,1,9601,1,145,65.7,1,1
4017,9200,3,1,12759,1,125,54.3,1.2,1
4019,9000,4,1,12944,1,125,54.3,1.2,1
4022,10400,2,1,10978,1,145,65.7,1,1
4028,7000,7,1,13969,1,30,54.3,1.2,1
4031,5600,7,1,63884,1,30,54.3,1.2,1
4033,19718,0,1,10,1,145,55.4,1,1
4044,11200,2,1,17138,1,145,65.7,1,1
4045,7860,3,1,24293,1,125,54.3,1.2,1
4049,5999,5,1,30540,1,125,54.3,1.2,1
4053,11000,2,1,28573,1,145,56.5,1,1
4054,8495,5,1,30007,1,20,62.8,1,1
4059,12000,2,1,29620,1,145,65.7,1,1
4064,9000,2,1,22496,1,145,64.2,1.1,1
4070,6298,7,1,33762,1,30,54.3,1.2,1
4075,8797,3,1,17953,1,145,54.3,1.2,1
4079,10971,3,1,10388,1,145,65.7,1,1
4080,9350,3,1,19367,1,145,64.2,1.1,1
4082,16690,1,1,6760,1,145,40.3,1.5,1
4085,9490,2,1,18516,1,145,64.2,1.1,1
4088,12995,2,1,12267,1,145,65.7,1,1
4097,13998,1,1,11689,1,145,58.9,1,1
4109,6995,5,1,30381,1,30,54.3,1.2,1
4118,9998,4,1,27154,1,20,62.8,1,1
4119,8998,3,1,10602,1,145,54.3,1.2,1
4122,7995,2,1,54400,1,145,64.2,1.1,1
4123,10000,2,1,8236,1,145,64.2,1.1,1
4142,10498,2,1,6188,1,150,55.4,1.1,1
4146,6998,5,1,11052,1,125,54.3,1.2,1
4147,9798,4,1,23271,1,20,62.8,1,1
